Sample#,Planet_Mass,Epsilon,Alpha,Stokes,Aspect_Ratio,SigmaSlope,Dust_gap_1,Gas_gap_1,Dust_depth_1,Gas_depth_1,Dust_gap_2,Dust_depth_2,#_DG,#_GG,
966,306,0.000223,0.0614,0.00848,0.0463,0.0547,0.977,0.71,0,8.61E-09,0,0,0,1,0
967,307,0.000196,0.0304,0.00323,0.0799,0.0385,1.26,0.808,0.267,5.65E-32,2.00E-05,0,0,1,1
968,308,4.23E-05,0.0221,0.00827,0.0361,0.0604,1.09,0,0,0,0,0,0,0,0
969,309,0.000357,0.0591,0.00338,0.0494,0.0273,0.772,0.554,0.414,3.30E-09,4.12E-07,0.332,3.17E-09,2,1
970,310,8.97E-05,0.0376,0.00652,0.0801,0.0887,0.583,0,0,0,0,0,0,0,0
971,311,0.000331,0.0631,0.00949,0.0311,0.0672,1.36,0.685,0,2.18E-08,0,0,0,1,0
972,312,0.000108,0.0475,0.000418,0.0149,0.0372,1.17,0.644,0.238,8.18E-13,9.14E-06,0,0,1,1
973,313,0.000332,0.0757,0.00909,0.0928,0.0777,0.51,0.644,0,5.80E-07,0,0,0,1,0
974,314,0.0003,0.0869,0.00537,0.0451,0.0377,1.01,0.8,0.316,3.68E-18,1.46E-05,0,0,1,1
975,315,0.000115,0.0887,0.00529,0.0524,0.0646,0.658,0.057,0,1.76E-06,0,0,0,1,0
976,316,0.000256,0.0242,0.00104,0.0807,0.034,1.28,0.562,0.361,1.70E-09,1.31E-06,0.316,1.82E-09,2,1
977,317,0.000333,0.0889,0.00328,0.0819,0.0836,1.3,0.841,0,2.20E-07,0,0,0,1,0
978,318,0.000302,0.0984,0.00438,0.0435,0.0406,1.07,0.812,0.336,2.20E-19,1.48E-05,0,0,1,1
979,319,0.000208,0.066,0.00309,0.0712,0.0632,1.08,0.804,0,5.18E-14,0,0,0,1,0
980,320,0.000125,0.0892,0.00538,0.085,0.0302,0.674,0.759,0.213,4.40E-23,2.50E-05,0,0,1,1
981,321,0.000331,0.0598,0.00783,0.0941,0.0813,1.46,0.066,0,2.00E-06,0,0,0,1,0
982,322,6.39E-05,0.0962,0.00775,0.0207,0.0352,1.1,0.652,0,1.45E-08,0,0,0,1,0
983,323,0.000326,0.0481,0.00321,0.0753,0.0381,1.45,0.878,0.373,2.68E-28,6.69E-06,0,0,1,1
984,324,0.000153,0.0235,0.0037,0.0401,0.0409,1.03,0.763,0.197,4.47E-18,3.63E-05,0,0,1,1
985,500,0.000292,0.0811,0.00481,0.0505,0.0262,0.665,0.841,0.345,3.11E-09,1.34E-06,0,0,1,1
986,501,0.000167,0.0749,0.00877,0.0147,0.0768,0.626,0.053,0,2.34E-06,0,0,0,1,0
987,502,0.000296,0.0763,0.00283,0.0575,0.0847,0.866,0.763,0,3.87E-07,0,0,0,1,0
988,503,0.000353,0.0325,0.0025,0.0925,0.0386,1.48,0.915,0.394,3.36E-33,4.35E-06,0,0,1,1
989,504,0.000241,0.0556,0.00504,0.0755,0.0373,0.724,0.804,0.283,7.56E-26,1.89E-05,0,0,1,1
990,505,0.000278,0.0394,0.00436,0.0566,0.0657,1.37,0.656,0,5.86E-08,0,0,0,1,0
991,506,0.000131,0.0653,0.00138,0.0626,0.0848,0.749,0,0,0,0,0,0,0,0
992,507,5.19E-05,0.0719,0.00986,0.0403,0.0556,0.944,0,0,0,0,0,0,0,0
993,508,2.78E-05,0.0835,0.00154,0.0203,0.0898,0.564,0,0,0,0,0,0,0,0
994,509,0.000176,0.0787,0.00228,0.0299,0.0456,1.02,0.808,0.25,8.02E-18,2.88E-05,0,0,1,1
995,510,0.000288,0.0585,0.0079,0.0167,0.0265,0.97,0.742,0.304,8.10E-12,4.53E-06,0,0,1,1
996,511,0.000222,0.0323,0.00102,0.0673,0.0884,1.09,0,0,0,0,0,0,0,0
997,512,5.91E-05,0.0542,0.0051,0.043,0.0801,0.639,0,0,0,0,0,0,0,0
998,513,0.000253,0.073,0.00719,0.0906,0.0857,0.787,0,0,0,0,0,0,0,0
999,514,0.000112,0.058,0.000665,0.0694,0.0694,1.43,0.812,0,3.88E-07,0,0,0,1,0
1000,515,4.07E-05,0.0922,0.00269,0.026,0.0561,1.35,0,0,0,0,0,0,0,0
1001,516,0.000228,0.0633,0.0032,0.0605,0.0265,0.936,0.566,0.312,4.38E-09,1.54E-06,0.25,4.70E-09,2,1
1002,517,7.65E-05,0.0986,0.00292,0.00616,0.0467,0.518,0.66,0,4.48E-07,0,0,0,1,0
1003,518,0.000101,0.031,0.00307,0.053,0.0934,1.09,0,0,0,0,0,0,0,0
1004,519,0.000262,0.079,0.00126,0.0161,0.0595,1.14,0.829,0.324,7.22E-14,2.75E-05,0,0,1,1
1005,520,0.000228,0.0308,0.00868,0.0131,0.0523,1.18,0.677,0,1.07E-08,0,0,0,1,0
1006,521,0.000127,0.078,0.00346,0.0586,0.056,0.566,0.742,0,5.88E-08,0,0,0,1,0
1007,522,0.000127,0.0832,0.00515,0.0827,0.0501,1.31,0.685,0,1.30E-08,0,0,0,1,0
1008,523,0.000354,0.0634,0.0086,0.0493,0.0618,0.62,0.677,0,2.02E-08,0,0,0,1,0
1009,524,0.000224,0.0864,0.0005,0.0474,0.0844,1.45,0.988,0.398,1.61E-07,3.42E-05,0,0,1,1
1010,425,5.41E-05,0.062,0.00142,0.0415,0.0272,1.07,0.693,0.16,6.12E-23,2.16E-05,0,0,1,1
1011,426,0.000339,0.0767,0.00665,0.0783,0.0353,0.643,0.824,0.34,4.23E-24,1.07E-05,0,0,1,1
1012,427,0.000312,0.0287,0.00633,0.0933,0.0791,0.875,0.066,0,9.72E-07,0,0,0,1,0
1013,428,0.000307,0.0451,0.00496,0.0414,0.0545,1.5,0.755,0.246,8.63E-18,3.83E-05,0,0,1,1
1014,429,7.29E-05,0.0397,0.00619,0.0421,0.053,0.727,0.053,0,5.34E-07,0,0,0,1,0
1015,430,0.000118,0.0835,0.006,0.0951,0.0935,1.28,0,0,0,0,0,0,0,0
1016,431,0.000179,0.0484,0.00953,0.0302,0.0532,0.575,0.673,0,6.57E-09,0,0,0,1,0
1017,432,0.000246,0.0418,0.00465,0.0209,0.0772,1.06,0.094,0,3.47E-07,0,0,0,1,0
1018,433,0.000196,0.0129,0.000178,0.09,0.074,0.508,0.984,0.357,1.41E-48,3.23E-05,0,0,1,1
1019,434,0.000261,0.0996,0.00927,0.0112,0.0972,1.44,0,0,0,0,0,0,0,0
1020,435,8.32E-05,0.0562,0.00886,0.0611,0.0837,1.46,0,0,0,0,0,0,0,0
1021,436,6.42E-05,0.0699,0.00865,0.0283,0.039,1.33,0.628,0,5.60E-08,0,0,0,1,0
1022,437,6.56E-05,0.0837,0.000772,0.0848,0.0633,0.904,0.369,0,3.35E-06,0,0,0,1,0
1023,438,0.000136,0.0245,0.00853,0.0802,0.0615,1.43,0.029,0,1.04E-06,0,0,0,1,0
1024,439,0.000222,0.0861,0.00972,0.0691,0.0813,1.23,0,0,0,0,0,0,0,0
1025,440,0.000276,0.0834,0.00585,0.0464,0.0397,1.02,0.792,0.287,7.39E-18,2.17E-05,0,0,1,1
1026,441,0.000254,0.0208,0.00978,0.0334,0.0421,0.69,0.73,0.176,4.62E-12,4.32E-05,0,0,1,1
1027,442,0.000164,0.0764,0.00838,0.00492,0.0905,0.757,0,0,0,0,0,0,0,0
1028,443,0.000243,0.0391,0.00299,0.0137,0.0938,0.661,0.057,0,1.07E-06,0,0,0,1,0
1029,444,0.000113,0.0622,0.000451,0.0922,0.093,1.33,0,0,0,0,0,0,0,0
1030,445,3.51E-05,0.0248,0.00202,0.0876,0.0878,0.64,0,0,0,0,0,0,0,0
1031,446,0.000163,0.0619,0.000533,0.0651,0.0752,1.08,0.779,0.262,7.30E-08,4.00E-05,0.004,2.45E-06,3,1
1032,447,0.00034,0.0134,0.00752,0.0662,0.0764,1.26,0.098,0,1.55E-07,0,0,0,1,0
1033,448,6.75E-05,0.0857,0.00108,0.0868,0.0499,0.505,0.751,0.098,2.27E-14,4.68E-05,0,0,1,1
1034,449,0.000157,0.0916,0.00702,0.0405,0.0964,0.677,0,0,0,0,0,0,0,0
1035,1125,9.27E-05,0.0933,0.00854,0.0656,0.0631,1.49,0,0,0,0,0,0,0,0
1036,1126,0.00031,0.0814,0.00335,0.0721,0.0391,0.845,0.861,0.369,6.25E-29,8.74E-06,0,0,1,1
1037,1127,9.81E-05,0.086,0.00496,0.0958,0.0733,0.716,0,0,0,0,0,0,0,0
1038,1128,0.000305,0.0138,0.00143,0.0725,0.0334,0.888,0.89,0.381,2.19E-10,9.33E-07,0,0,1,1
1039,1129,6.33E-05,0.0317,0.00823,0.0854,0.07,1.42,0,0,0,0,0,0,0,0
1040,1130,0.000236,0.099,0.00407,0.0295,0.0838,0.773,0.082,0,9.76E-07,0,0,0,1,0
1041,1131,0.000165,0.0759,0.000706,0.0813,0.0668,1.23,0.874,0.476,6.59E-33,3.10E-05,0,0,1,1
1042,1132,0.000275,0.097,0.003,0.0128,0.0552,0.82,0.796,0.271,2.68E-11,3.44E-05,0,0,1,1
1043,1133,0.000182,0.0502,0.00298,0.0279,0.0805,1.03,0.053,0,1.01E-06,0,0,0,1,0
1044,1134,0.000311,0.0856,0.00495,0.0136,0.0567,1.26,0.722,0.23,3.57E-10,4.10E-05,0,0,1,1
1045,1135,5.52E-05,0.0674,0.00971,0.0187,0.0313,0.965,0.64,0,3.69E-08,0,0,0,1,0
1046,1136,7.85E-05,0.0757,0.00914,0.0069,0.0581,0.728,0,0,0,0,0,0,0,0
1047,1137,0.00013,0.0114,0.00321,0.04,0.0996,0.798,0,0,0,0,0,0,0,0
1048,1138,0.000215,0.0407,0.0012,0.0589,0.0567,0.557,0.886,0.32,9.30E-30,2.73E-05,0,0,1,1
1049,1139,0.000299,0.0395,0.00365,0.0156,0.0533,0.514,0.796,0.267,3.29E-12,3.36E-05,0,0,1,1
1050,1140,0.000313,0.0396,0.00903,0.034,0.0435,0.738,0.755,0.238,5.14E-13,3.53E-05,0,0,1,1
1051,1141,5.16E-05,0.0277,0.00566,0.0758,0.0528,0.502,0,0,0,0,0,0,0,0
1052,1142,5.66E-05,0.0886,0.00778,0.0843,0.0925,1.1,0,0,0,0,0,0,0,0
1053,1143,0.000138,0.0199,0.00354,0.0965,0.0939,0.588,0,0,0,0,0,0,0,0
1054,1144,0.000216,0.0832,0.00244,0.0139,0.049,1.31,0.796,0.263,2.71E-12,2.97E-05,0,0,1,1
1055,1100,0.000121,0.0496,0.00944,0.0104,0.0616,0.646,0.053,0,1.78E-06,0,0,0,1,0
1056,1101,0.000258,0.0578,0.0041,0.0835,0.0392,0.883,0.824,0.32,5.76E-31,1.55E-05,0,0,1,1
1057,1102,0.000173,0.016,0.00928,0.0634,0.0278,0.515,0.73,0.217,9.16E-17,2.23E-05,0,0,1,1
1058,1103,0.000353,0.0805,0.00559,0.0528,0.0661,1.17,0.685,0,2.74E-08,0,0,0,1,0
1059,1104,0.000306,0.013,0.00942,0.0206,0.058,1.49,0.689,0,6.09E-10,0,0,0,1,0
1060,1105,0.000167,0.021,0.00711,0.0765,0.0827,0.942,0,0,0,0,0,0,0,0
1061,1106,0.000114,0.0782,0.00523,0.0804,0.0895,0.655,0,0,0,0,0,0,0,0
1062,1107,0.000297,0.0271,0.00892,0.0552,0.0623,1.42,0.718,0,1.18E-11,0,0,0,1,0
1063,1108,8.13E-05,0.0923,0.000467,0.0683,0.057,1.48,0.796,0.291,2.33E-14,3.61E-05,0,0,1,1
1064,1109,8.77E-05,0.095,0.00252,0.0733,0.0873,1.41,0,0,0,0,0,0,0,0
1065,1110,3.20E-05,0.0353,0.00293,0.023,0.0573,1,0,0,0,0,0,0,0,0
1066,1111,6.47E-05,0.0409,0.00954,0.0988,0.0745,1.31,0,0,0,0,0,0,0,0
1067,1112,0.000274,0.0745,0.00781,0.0763,0.099,1.46,0,0,0,0,0,0,0,0
1068,1113,0.00033,0.0555,0.00887,0.0745,0.0345,0.512,0.787,0.304,1.46E-20,1.52E-05,0,0,1,1
1069,1114,0.000318,0.0185,0.00395,0.0292,0.0882,0.756,0.082,0,2.08E-07,0,0,0,1,0
1070,1115,0.000243,0.0241,0.00932,0.0835,0.0364,1.44,0.759,0.234,3.85E-18,3.05E-05,0,0,1,1
1071,1116,9.08E-05,0.0853,0.00194,0.0171,0.0771,0.694,0.012,0,4.13E-06,0,0,0,1,0
1072,1117,2.44E-05,0.0624,0.00327,0.0349,0.0987,0.585,0,0,0,0,0,0,0,0
1073,1118,0.000296,0.0941,0.00713,0.0017,0.0755,0.854,0,0,0,0,0,0,0,0
1074,1119,0.000286,0.0718,0.00747,0.0176,0.0261,0.77,0.755,0.308,5.74E-12,3.73E-06,0,0,1,1
1075,1120,0.000129,0.0911,0.000673,0.0729,0.0346,1.14,0.016,0.279,1.07E-05,5.85E-06,0.783,3.71E-09,2,1
1076,1121,0.000234,0.0536,0.00535,0.0297,0.0282,1.38,0.763,0.287,1.40E-14,6.05E-06,0,0,1,1
1077,1122,0.000122,0.076,0.00837,0.0668,0.0435,0.874,0.71,0,7.84E-13,0,0,0,1,0
1078,1123,9.11E-05,0.0413,0.00669,0.0471,0.0484,0.835,0.291,0,9.91E-08,0,0,0,1,0
1079,1124,0.000127,0.0148,0.00898,0.0891,0.0763,1.04,0,0,0,0,0,0,0,0
1080,1175,0.000339,0.0296,0.00384,0.00904,0.0986,0.653,0.066,0,9.71E-07,0,0,0,1,0
1081,1176,0.000244,0.0144,0.00678,0.087,0.0702,0.862,0.078,0,2.93E-07,0,0,0,1,0
1082,1177,0.000204,0.033,0.000145,0.0354,0.0932,0.839,0.931,0,2.37E-10,0,0.053,9.63E-07,2,0
1083,1178,0.000115,0.0731,0.00575,0.073,0.0547,1.39,0.664,0,1.99E-07,0,0,0,1,0
1084,1179,7.90E-05,0.0205,0.00492,0.0998,0.0497,1.35,0.049,0,6.26E-07,0,0,0,1,0
1085,1180,0.000133,0.0539,0.00363,0.0569,0.0478,1.32,0.73,0,8.46E-18,0,0.021,1.85E-06,2,0
1086,1181,5.44E-05,0.0754,0.00612,0.0455,0.0607,0.843,0,0,0,0,0,0,0,0
1087,1182,0.000176,0.0838,0.00748,0.0216,0.0916,1.43,0,0,0,0,0,0,0,0
1088,1183,0.000354,0.0844,0.00879,0.0907,0.0398,1.13,0.804,0.336,7.41E-22,2.00E-05,0,0,1,1
1089,1184,0.000134,0.0556,0.0087,0.0824,0.0875,1.32,0,0,0,0,0,0,0,0
1090,1185,5.05E-05,0.0518,0.00473,0.0349,0.0869,1.06,0,0,0,0,0,0,0,0
1091,1186,0.000323,0.0487,0.00907,0.0593,0.0629,1.25,0.722,0,4.63E-09,0,0,0,1,0
1092,1187,3.03E-05,0.0931,0.00372,0.00814,0.0516,1.42,0,0,0,0,0,0,0,0
1093,1188,0.000359,0.0329,0.00808,0.097,0.061,0.805,0.71,0,2.27E-10,0,0,0,1,0
1094,1189,0.000251,0.0469,0.00117,0.0667,0.0982,1.4,0,0,0,0,0,0,0,0
1095,1190,8.52E-05,0.0601,0.00267,0.0169,0.0785,1.07,0,0,0,0,0,0,0,0
1096,1191,0.000203,0.0171,0.0098,0.0689,0.0357,1.23,0.734,0.189,1.79E-15,3.79E-05,0,0,1,1
1097,1192,0.000334,0.087,0.000368,0.077,0.0737,0.547,0.894,0.669,6.40E-45,1.30E-05,0.016,3.29E-06,2,1
1098,1193,8.57E-05,0.023,0.00782,0.0703,0.0314,0.981,0.701,0,2.59E-14,0,0,0,1,0
1099,1194,0.000209,0.0982,0.00266,0.0788,0.0457,0.824,0.837,0.34,4.53E-34,2.09E-05,0,0,1,1
1100,1195,0.000157,0.0769,0.00385,0.00533,0.0728,1.46,0,0,0,0,0,0,0,0
1101,1196,0.00032,0.0324,0.000995,0.00748,0.045,0.98,0.853,0.365,1.70E-12,5.16E-06,0,0,1,1
1102,1197,3.76E-05,0.0934,0.00945,0.0623,0.0962,0.779,0,0,0,0,0,0,0,0
1103,1198,0.000245,0.0949,0.00668,0.0969,0.0637,1.37,0.759,0,6.97E-08,0,0,0,1,0
1104,1199,0.000323,0.0952,0.00695,0.0485,0.0267,1.36,0.8,0.34,2.59E-13,2.44E-06,0,0,1,1
1105,575,0.000106,0.0463,0.00172,0.0382,0.0302,1.15,0.767,0.217,1.79E-21,1.27E-05,0,0,1,1
1106,576,0.000319,0.0479,0.00812,0.0614,0.0332,1.06,0.783,0.304,6.66E-19,1.26E-05,0,0,1,1
1107,577,0.000312,0.0883,0.0058,0.061,0.0393,0.507,0.812,0.328,4.85E-22,1.64E-05,0,0,1,1
1108,578,0.000311,0.0292,0.00981,0.0199,0.046,0.755,0.726,0.189,1.57E-10,4.28E-05,0,0,1,1
1109,579,0.000147,0.036,0.00157,0.0747,0.068,1.12,0.82,0,3.99E-08,0,0,0,1,0
1110,580,6.53E-05,0.0534,0.00184,0.0298,0.047,0.501,0.73,0,2.42E-16,0,0,0,1,0
1111,581,0.000269,0.0124,0.0022,0.0477,0.0995,1.33,0,0,0,0,0,0,0,0
1112,582,9.97E-05,0.0669,0.00632,0.052,0.0324,1.27,0.718,0.131,1.99E-14,4.35E-05,0,0,1,1
1113,583,0.000294,0.0436,0.00265,0.0337,0.0458,1.29,0.837,0.328,1.36E-20,1.65E-05,0,0,1,1
1114,584,0.00012,0.0365,0.0093,0.0868,0.0932,1.36,0,0,0,0,0,0,0,0
1115,585,0.000176,0.0527,0.00811,0.00838,0.0329,1.45,0.632,0.197,9.81E-09,3.22E-05,0,0,1,1
1116,586,0.000112,0.0684,0.000723,0.0815,0.0816,1.21,0,0,0,0,0,0,0,0
1117,587,5.75E-05,0.0694,0.0045,0.0665,0.0878,1.36,0,0,0,0,0,0,0,0
1118,588,0.000352,0.0708,0.000632,0.059,0.0892,0.815,0.861,0.525,1.58E-26,3.20E-05,0.07,1.43E-06,2,1
1119,589,0.000292,0.0361,0.0033,0.0375,0.0521,0.705,0.824,0.287,3.35E-19,2.97E-05,0,0,1,1
1120,590,0.000146,0.0667,0.00518,0.00302,0.0682,1.39,0,0,0,0,0,0,0,0
1121,591,4.01E-05,0.0259,0.00253,0.0805,0.0818,1.21,0,0,0,0,0,0,0,0
1122,592,0.000134,0.0773,0.0048,0.0241,0.0522,0.819,0.697,0,1.09E-09,0,0,0,1,0
1123,593,0.00015,0.0244,0.00779,0.00781,0.0375,1.31,0.669,0.09,1.42E-08,4.77E-05,0,0,1,1
1124,594,0.000189,0.0842,0.00477,0.0681,0.0946,0.732,0,0,0,0,0,0,0,0
1125,595,0.000137,0.0151,0.00276,0.0552,0.0732,1.15,0,0,0,0,0,0,0,0
1126,596,0.000281,0.0849,0.00387,0.0515,0.0774,0.715,0.771,0,1.28E-07,0,0,0,1,0
1127,597,0.000164,0.0995,0.00347,0.0818,0.097,0.983,0,0,0,0,0,0,0,0
1128,598,4.79E-05,0.0804,0.00383,0.00624,0.038,1.11,0.435,0,9.00E-07,0,0,0,1,0
1129,599,4.21E-05,0.0389,0.00664,0.0554,0.0645,0.997,0,0,0,0,0,0,0,0
1130,275,0.000103,0.0508,0.0025,0.00574,0.0941,0.89,0,0,0,0,0,0,0,0
1131,276,4.51E-05,0.0538,0.00685,0.0613,0.0503,0.565,0,0,0,0,0,0,0,0
1132,277,2.58E-05,0.0409,0.000162,0.0811,0.043,0.93,0.759,0,5.07E-28,0,0,0,1,0
1133,278,0.000332,0.0297,0.00982,0.0899,0.0549,1.45,0.722,0,3.97E-14,0,0,0,1,0
1134,279,0.000128,0.0313,0.00657,0.0828,0.0564,1.41,0.074,0,4.15E-07,0,0,0,1,0
1135,280,0.000137,0.0577,0.00539,0.012,0.095,0.979,0,0,0,0,0,0,0,0
1136,281,0.000338,0.0695,0.00291,0.0127,0.0988,0.721,0.082,0,1.38E-06,0,0,0,1,0
1137,282,0.00021,0.0703,0.00762,0.00426,0.0833,1.33,0,0,0,0,0,0,0,0
1138,283,0.000298,0.0441,0.00933,0.0478,0.047,0.562,0.763,0.193,2.28E-14,4.29E-05,0,0,1,1
1139,284,0.000141,0.0505,0.00845,0.0546,0.0276,0.907,0.722,0.201,1.52E-14,2.62E-05,0,0,1,1
1140,285,0.000278,0.0199,0.00806,0.00723,0.0902,1.08,0,0,0,0,0,0,0,0
1141,286,0.000216,0.0632,0.00179,0.078,0.0323,0.948,0.845,0.324,1.45E-09,3.23E-06,0,0,1,1
1142,287,3.25E-05,0.0551,0.00524,0.0238,0.0614,0.87,0,0,0,0,0,0,0,0
1143,288,0.000105,0.0141,0.00442,0.0301,0.0438,1.17,0.71,0,1.24E-12,0,0,0,1,0
1144,289,5.30E-05,0.046,0.00834,0.0774,0.0572,1.16,0,0,0,0,0,0,0,0
1145,290,0.000143,0.0846,0.000731,0.0317,0.0527,0.705,0.845,0.275,2.19E-19,2.93E-05,0,0,1,1
1146,291,0.000221,0.0277,0.000261,0.0896,0.0465,1.29,0.033,0.365,2.08E-06,4.37E-06,0.488,1.31E-09,3,1
1147,292,7.31E-05,0.0427,0.0026,0.0441,0.0417,1.2,0.734,0,2.36E-15,0,0,0,1,0
1148,293,0.000308,0.0737,0.00547,0.0417,0.0965,1.13,0.033,0,3.28E-06,0,0,0,1,0
1149,294,0.000306,0.0537,0.0064,0.0219,0.0422,1.05,0.763,0.275,1.61E-12,2.59E-05,0,0,1,1
1150,295,0.000133,0.0178,0.00981,0.0877,0.0796,1.28,0,0,0,0,0,0,0,0
1151,296,0.000257,0.0974,0.000649,0.0713,0.0898,1.02,0.98,0.472,4.09E-08,3.62E-05,0,0,1,1
1152,297,0.000273,0.0925,0.00205,0.0183,0.0513,0.585,0.841,0.32,6.35E-15,2.19E-05,0,0,1,1
1153,298,0.000102,0.0801,0.00854,0.00673,0.0389,0.616,0.64,0,3.46E-07,0,0,0,1,0
1154,299,9.69E-05,0.067,0.00064,0.0398,0.0635,1.22,0.837,0,7.43E-08,0,0,0,1,0
1155,475,0.000318,0.0535,0.000409,0.0217,0.0477,0.606,0.562,0.394,1.28E-08,3.09E-06,0.336,9.67E-09,2,1
1156,476,0.000311,0.0634,0.000385,0.0402,0.0725,0.625,0.993,0.447,1.55E-23,1.97E-05,0,0,1,1
1157,477,0.000113,0.0735,0.0018,0.0173,0.0747,1.04,0.045,0,2.17E-06,0,0,0,1,0
1158,478,0.000242,0.0829,0.00111,0.095,0.0585,0.922,0.919,0.484,1.77E-49,1.82E-05,0,0,1,1
1159,479,9.67E-05,0.0423,0.00478,0.0236,0.0933,0.873,0,0,0,0,0,0,0,0
1160,480,0.000206,0.068,0.00697,0.0158,0.0555,1.15,0.681,0,1.74E-08,0,0,0,1,0
1161,481,0.000255,0.0184,0.00525,0.0275,0.0322,1.34,0.763,0.287,7.05E-15,1.05E-05,0,0,1,1
1162,482,0.000177,0.0758,0.00275,0.0453,0.0363,1.47,0.804,0.262,1.74E-21,1.62E-05,0,0,1,1
1163,483,5.86E-05,0.0713,0.00268,0.0846,0.0752,1.33,0,0,0,0,0,0,0,0
1164,484,0.000246,0.0272,0.00999,0.0392,0.042,0.586,0.734,0.164,2.06E-12,4.44E-05,0,0,1,1
1165,485,0.000274,0.0226,0.00158,0.0986,0.0958,0.8,0,0,0,0,0,0,0,0
1166,486,0.000173,0.063,0.00191,0.0191,0.032,0.86,0.779,0.271,3.22E-14,6.72E-06,0,0,1,1
1167,487,0.000303,0.0449,0.00125,0.0695,0.0532,0.672,0.931,0.394,2.74E-46,1.32E-05,0,0,1,1
1168,488,0.000168,0.0738,0.0039,0.0538,0.0548,0.931,0.734,0,2.56E-12,0,0,0,1,0
1169,489,0.000211,0.0205,0.00881,0.0302,0.0551,1.2,0.677,0,1.10E-09,0,0,0,1,0
1170,490,0.000104,0.0179,0.0069,0.0594,0.0609,1.41,0,0,0,0,0,0,0,0
1171,491,0.000262,0.0385,0.00166,0.0188,0.054,0.79,0.845,0.308,8.95E-16,2.48E-05,0,0,1,1
1172,492,0.00035,0.0153,0.00665,0.0257,0.0953,0.74,0.066,0,2.60E-07,0,0,0,1,0
1173,493,0.000246,0.0191,0.00722,0.047,0.0657,1.17,0.119,0,1.09E-07,0,0,0,1,0
1174,494,5.10E-05,0.0928,0.00816,0.0296,0.0292,0.814,0.66,0,1.48E-09,0,0,0,1,0
1175,495,0.000209,0.0465,0.00194,0.0381,0.0749,0.822,0.788,0,1.42E-07,0,0,0,1,0
1176,496,2.92E-05,0.0238,0.00672,0.05,0.0585,0.702,0,0,0,0,0,0,0,0
1177,497,9.22E-05,0.0947,0.00656,0.0396,0.0384,1.1,0.697,0,2.31E-11,0,0,0,1,0
1178,498,0.000314,0.0783,0.00116,0.0387,0.0915,0.744,0.939,0,3.90E-08,0,0,0,1,0
1179,499,0.000162,0.0388,0.00758,0.0731,0.0975,0.551,0,0,0,0,0,0,0,0
