,Planet_Mass,Epsilon,Alpha,Stokes,Aspect_Ratio,SigmaSlope,Dust_gap_1,Gas_gap_1,Dust_depth_1,Gas_depth_1,Dust_gap_2,Dust_depth_2,#_DG,#_GG
723,62.33333333,0.0892,0.00635,0.0547,0.0628,1.22,0.689,0,7.26E-08,0,0,0,1,0
724,89,0.0636,0.0043,0.0616,0.0428,1.02,0.812,0.304,2.87E-24,2.14E-05,0,0,1,1
725,37.33333333,0.0741,0.00521,0.0248,0.0612,0.741,0.074,0,5.37E-07,0,0,0,1,0
726,39,0.0419,0.00136,0.00145,0.036,1.15,0.369,0.217,2.23E-08,1.87E-05,0,0,1,1
727,27.83333333,0.0903,0.00278,0.00451,0.0485,1.37,0.492,0,1.23E-06,0,0,0,1,0
728,115.6666667,0.0566,0.0067,0.0166,0.0592,1.35,0.718,0.037,5.82E-10,5.19E-05,0,0,1,1
729,46.66666667,0.0796,0.00731,0.075,0.0404,0.935,0.734,0.103,4.03E-17,4.72E-05,0,0,1,1
730,59,0.0758,0.00275,0.0453,0.0363,1.47,0.804,0.262,1.74E-21,1.62E-05,0,0,1,1
731,106,0.0535,0.000409,0.0217,0.0477,0.606,0.562,0.394,1.28E-08,3.09E-06,0.336,9.67E-09,2,1
732,100,0.0869,0.00537,0.0451,0.0377,1.01,0.8,0.316,3.68E-18,1.46E-05,0,0,1,1
733,34,0.0392,0.00868,0.045,0.0266,0.591,0.701,0.152,2.13E-12,3.68E-05,0,0,1,1
734,115.3333333,0.0304,0.00847,0.0925,0.0452,1.49,0.8,0.263,1.67E-22,3.24E-05,0,0,1,1
735,90.33333333,0.0526,0.00243,0.0194,0.0785,0.97,0.734,0,4.39E-08,0,0,0,1,0
736,61.66666667,0.0805,0.00176,0.0358,0.0762,1.08,0.734,0,3.13E-07,0,0,0,1,0
737,59.33333333,0.0148,0.00632,0.0502,0.0666,1.16,0.07,0,1.86E-07,0,0,0,1,0
738,69,0.0628,0.00793,0.0475,0.0383,0.605,0.746,0.213,1.06E-14,3.56E-05,0,0,1,1
739,118.6666667,0.0415,0.00232,0.0439,0.048,1.12,0.882,0.369,1.05E-26,1.24E-05,0,0,1,1
740,65.66666667,0.0863,0.00753,0.0212,0.0465,1.1,0.71,0,5.29E-10,0,0,0,1,0
741,88,0.0698,0.000286,0.0452,0.0569,0.987,0.935,0.402,2.08E-18,8.22E-06,0,0,1,1
742,114.6666667,0.0337,0.00912,0.0383,0.0743,0.629,0.135,0,1.84E-07,0,0,0,1,0
743,25.5,0.0986,0.00292,0.00616,0.0467,0.518,0.66,0,4.48E-07,0,0,0,1,0
744,105,0.071,0.00958,0.042,0.0625,0.887,0.714,0,6.47E-11,0,0,0,1,0
745,73.66666667,0.0401,0.00177,0.0929,0.037,1.08,0.857,0.324,3.80E-42,6.87E-06,0,0,1,1
746,17.56666667,0.0756,0.00817,0.0185,0.0322,1.23,0.644,0,3.14E-08,0,0,0,1,0
747,68.66666667,0.0643,0.00305,0.0456,0.0285,0.752,0.804,0.291,6.57E-16,3.53E-06,0,0,1,1
748,97.33333333,0.088,0.00592,0.00715,0.0562,0.92,0.701,0.131,2.23E-08,4.69E-05,0,0,1,1
749,104,0.0936,0.0016,0.0249,0.0582,1.11,0.886,0.365,3.36E-18,2.19E-05,0,0,1,1
750,42.33333333,0.078,0.00346,0.0586,0.056,0.566,0.742,0,5.88E-08,0,0,0,1,0
751,53.33333333,0.094,0.000187,0.0577,0.0467,0.506,0.57,0.336,1.19E-08,6.60E-06,0.283,8.62E-09,2,1
752,52,0.0651,0.00188,0.0739,0.056,1.47,0.824,0.258,2.64E-26,3.86E-05,0,0,1,1
753,101.6666667,0.0504,0.00476,0.0193,0.0485,1.25,0.779,0.271,8.23E-13,3.01E-05,0,0,1,1
754,72.33333333,0.0613,0.00872,0.0555,0.067,0.767,0.103,0,3.98E-07,0,0,0,1,0
755,89,0.0979,0.00262,0.0123,0.0328,0.834,0.788,0.324,3.98E-12,3.73E-06,0,0,1,1
756,96,0.0231,0.00543,0.0894,0.0645,0.555,0.701,0,3.38E-10,0,0,0,1,0
757,80.33333333,0.0751,0.00241,0.0764,0.0699,1.13,0.759,0.246,6.13E-11,4.22E-05,0,0,1,1
758,118.3333333,0.0163,0.00257,0.02,0.0366,1.24,0.833,0.369,2.66E-16,3.47E-06,0,0,1,1
759,84,0.0712,0.00474,0.0463,0.0408,0.664,0.8,0.279,1.61E-19,2.26E-05,0,0,1,1
760,96.66666667,0.0839,0.00948,0.0797,0.0708,0.891,0.681,0,1.68E-07,0,0,0,1,0
761,89,0.0487,0.00735,0.0218,0.0574,1.27,0.71,0,3.93E-10,0,0,0,1,0
762,101,0.0913,0.0043,0.0453,0.0356,0.536,0.824,0.34,1.60E-19,8.38E-06,0,0,1,1
763,105.3333333,0.0927,0.00343,0.063,0.092,0.638,0.062,0,3.69E-06,0,0,0,1,0
764,84.66666667,0.0208,0.00978,0.0334,0.0421,0.69,0.73,0.176,4.62E-12,4.32E-05,0,0,1,1
765,108,0.0361,0.00378,0.0609,0.0625,1.07,0.726,0.238,8.26E-15,4.14E-05,0,0,1,1
766,70,0.0672,0.00961,0.00525,0.034,0.605,0.673,0.213,6.50E-08,3.21E-05,0,0,1,1
767,103.6666667,0.0292,0.00981,0.0199,0.046,0.755,0.726,0.189,1.57E-10,4.28E-05,0,0,1,1
768,102.3333333,0.0159,0.00571,0.0481,0.0297,1.39,0.787,0.32,6.46E-19,4.43E-06,0,0,1,1
769,44,0.0331,0.00726,0.0512,0.0518,1.42,0.66,0,1.44E-08,0,0,0,1,0
770,95,0.0232,0.00255,0.0323,0.0822,1.4,0.086,0,2.40E-07,0,0,0,1,0
771,30.83333333,0.0289,0.00833,0.0717,0.0403,0.815,0.689,0,1.46E-12,0,0,0,1,0
772,77.33333333,0.0959,0.00994,0.0205,0.0375,1.28,0.71,0.213,8.33E-10,3.56E-05,0,0,1,1
773,106,0.0185,0.00395,0.0292,0.0882,0.756,0.082,0,2.08E-07,0,0,0,1,0
774,108,0.0621,0.00254,0.0853,0.0573,0.906,0.906,0.381,4.96E-38,2.35E-05,0,0,1,1
775,51,0.0183,0.00844,0.0202,0.0255,1.08,0.697,0.209,1.84E-11,1.80E-05,0,0,1,1
776,18.6,0.0791,0.00414,0.0263,0.031,1.01,0.693,0,2.08E-11,0,0,0,1,0
777,14.4,0.0123,0.00835,0.0887,0.0275,0.953,0.669,0,6.57E-13,0,0,0,1,0
778,70.66666667,0.0544,0.000913,0.0647,0.0274,0.594,0.476,0.345,1.77E-09,2.64E-07,0.324,1.32E-09,2,1
779,59.66666667,0.0484,0.00953,0.0302,0.0532,0.575,0.673,0,6.57E-09,0,0,0,1,0
780,44.33333333,0.0766,0.000203,0.0591,0.0557,0.925,0.882,0.349,2.94E-33,1.78E-05,0,0,1,1
781,120,0.0541,0.00286,0.0802,0.0414,0.829,0.894,0.394,6.18E-35,7.25E-06,0,0,1,1
782,67,0.0325,0.00333,0.0949,0.0397,1.16,0.82,0.271,3.01E-36,2.11E-05,0,0,1,1
783,61.66666667,0.034,0.00156,0.0857,0.0469,1.25,0.857,0.295,3.32E-45,2.18E-05,0,0,1,1
784,97.33333333,0.0421,0.00348,0.0541,0.0726,1.08,0.681,0,8.65E-08,0,0.098,1.14E-06,2,0
785,79,0.0429,0.0083,0.0558,0.0683,1.03,0.103,0,3.14E-07,0,0,0,1,0
786,12.33333333,0.0579,0.00354,0.0792,0.0368,0.849,0.677,0,3.56E-11,0,0,0,1,0
787,73.66666667,0.0532,0.00331,0.0859,0.0493,1.07,0.829,0.287,1.77E-31,3.02E-05,0,0,1,1
